chr_element	average_coord
pNRC200	310320.5
Chr	42180.5
Chr	1236227.5
Chr	914700.5
Chr	97320.5
Chr	1571267.5
Chr	1301957.5
Chr	273420.5
Chr	47670.5
Chr	1462607.5
Chr	881160.5
pNRC100	10650.5
pNRC100	131430.5
Chr	879721
pNRC200	133920.5
Chr	1238827
Chr	1416327
NA	NA
Chr	611610.5
Chr	1653257.5
pNRC200	215160.5
Chr	2000687.5
pNRC100	17071
pNRC200	345570.5
Chr	38100.5
Chr	2010017.5
Chr	1416677.5
Chr	1119827.5
Chr	1745747.5
Chr	788880.5
Chr	2003267.5
Chr	538890.5
Chr	878017
Chr	1705997.5
Chr	11310.5
pNRC200	51630.5
Chr	846919
pNRC100	53880.5
pNRC200	290310.5
pNRC100	108840.5
Chr	473820.5
pNRC200	177390.5
pNRC200	114000.5
pNRC100	42330.5
Chr	666270.5
pNRC200	313709
pNRC200	203375
pNRC100	167340.5
pNRC200	178830.5
pNRC100	48879
pNRC100	31839
Chr	1105631
Chr	1531847.5
Chr	1407377.5
Chr	1389947.5
Chr	1702637.5
pNRC200	292020.5
Chr	1789337.5
Chr	1577927.5
Chr	1113887.5
Chr	1342127.5
Chr	317827
Chr	1274957.5
Chr	1343567.5
Chr	1663037.5
Chr	1330577.5
pNRC100	29940.5
pNRC200	171300.5
pNRC200	328680.5
Chr	1773257.5
Chr	920901
Chr	587970.5
Chr	723660.5
Chr	1856057.5
pNRC200	136140.5
Chr	1447577.5
Chr	1629737.5
Chr	1855097.5
Chr	1338047.5
pNRC100	91200.5
Chr	1543037.5
Chr	1916451
Chr	1519419
Chr	1576217.5
Chr	30.5
Chr	792660.5
Chr	1691027.5
Chr	1910987.5
pNRC100	167190.5
Chr	1547927.5
Chr	1741877.5
Chr	4530.5
Chr	959250.5
Chr	1268267.5
Chr	312240.5
Chr	528390.5
NA	NA
Chr	212040.5
Chr	513750.5
Chr	1326647.5
pNRC100	173070.5
Chr	1833557.5
Chr	1194887.5
Chr	964830.5
Chr	1170047.5
Chr	1178903
Chr	1130957.5
Chr	979890.5
pNRC200	32340.5
Chr	59220.5
Chr	1595267.5
Chr	978837
Chr	1588247.5
Chr	662820.5
Chr	1063007.5
Chr	801930.5
pNRC200	177090.5
pNRC200	96900.5
NA	NA
Chr	119610.5
Chr	1001130.5
Chr	282120.5
Chr	1867037.5
Chr	150030.5
pNRC200	130620.5
Chr	1721507.5
Chr	419640.5
Chr	454999
Chr	425010.5
pNRC100	137487
pNRC200	335250.5
pNRC200	220699
Chr	115950.5
pNRC100	14250.5
Chr	1815137.5
Chr	492570.5
Chr	107460.5
Chr	981720.5
Chr	1561487.5
Chr	270683
Chr	1593857.5
pNRC100	121650.5
Chr	1129127.5
Chr	738270.5
Chr	1660337.5
Chr	1848707.5
Chr	977160.5
Chr	1916597.5
Chr	1921517.5
Chr	639031
pNRC200	122190.5
pNRC200	18270.5
Chr	1199807.5
pNRC200	208590.5
Chr	707430.5
NA	NA
Chr	496080.5
Chr	123120.5
Chr	1706859
Chr	568470.5
Chr	1331387.5
Chr	726180.5
Chr	186060.5
Chr	963060.5
Chr	380280.5
Chr	1965197.5
Chr	1847597.5
pNRC200	349800.5
Chr	101670.5
pNRC200	253230.5
Chr	317190.5
Chr	1187237.5
Chr	880230.5
Chr	1553357
Chr	21331
Chr	715285
Chr	1538147.5
Chr	1945817.5
Chr	1267277.5
Chr	202320.5
Chr	1677767.5
Chr	766860.5
pNRC200	182130.5
Chr	1248197.5
Chr	214770.5
pNRC200	335577
Chr	1233707.5
Chr	701670.5
NA	NA
Chr	1158617.5
pNRC200	6180.5
Chr	1684577.5
Chr	1943005
Chr	549180.5
pNRC200	115477
Chr	6570.5
pNRC200	7860.5
Chr	1131767.5
Chr	768750.5
pNRC200	275520.5
pNRC200	243990.5
Chr	1711607.5
NA	NA
Chr	1619957.5
Chr	1527107.5
Chr	1633337.5
Chr	756630.5
Chr	772560.5
Chr	1855877.5
pNRC200	104910.5
Chr	836190.5
Chr	496440.5
Chr	477009
Chr	16380.5
Chr	121440.5
Chr	2006237.5
pNRC200	57450.5
Chr	1964507.5
Chr	1841597.5
Chr	1022550.5
Chr	515910.5
Chr	131880.5
Chr	1017750.5
Chr	1324595
Chr	1156097.5
Chr	1628087.5
pNRC200	180840.5
pNRC200	221160.5
Chr	1557077.5
Chr	487440.5
pNRC200	280290.5
Chr	1731707.5
pNRC200	292267
Chr	1688447.5
Chr	357240.5
Chr	621750.5
Chr	495895
Chr	1178957.5
Chr	1157319
Chr	1043970.5
Chr	883740.5
Chr	1379657.5
Chr	1426667.5
pNRC100	87929
pNRC200	242040.5
Chr	1446287.5
Chr	866340.5
pNRC200	251939
Chr	275700.5
Chr	613200.5
pNRC100	76001
Chr	180300.5
Chr	1410947.5
Chr	1804757.5
Chr	427620.5
Chr	758310.5
Chr	575370.5
Chr	1750247.5
Chr	340200.5
pNRC200	269700.5
pNRC100	94770.5
Chr	600780.5
pNRC200	319950.5
pNRC200	255480.5
Chr	542400.5
Chr	497220.5
Chr	1397725
pNRC100	152700.5
Chr	971311
Chr	1168427.5
Chr	410970.5
Chr	1157887
Chr	1215167.5
Chr	1747817.5
Chr	767250.5
Chr	603780.5
Chr	1282137
unmapped	NA
Chr	1809857.5
unmapped	NA
Chr	824199
Chr	1156937.5
Chr	27630.5
Chr	1423307.5
Chr	1883327.5
Chr	1375999
Chr	253080.5
Chr	214167
Chr	348570.5
Chr	834360.5
Chr	1294337.5
Chr	216090.5
Chr	1793567.5
Chr	1706057.5
Chr	305940.5
Chr	260670.5
pNRC200	83820.5
Chr	1114307.5
Chr	120150.5
Chr	1351637.5
Chr	1816007.5
pNRC100	9930.5
pNRC200	281970.5
Chr	1777307.5
Chr	674430.5
pNRC100	190530.5
Chr	1914557.5
Chr	1697147.5
Chr	1428107.5
Chr	1179677.5
Chr	1340387.5
pNRC100	133085
Chr	1207247.5
Chr	341340.5
Chr	870450.5
Chr	919290.5
Chr	1759007.5
pNRC200	115110.5
Chr	1486157.5
pNRC200	264900.5
Chr	1908917.5
Chr	955200.5
Chr	1228757.5
Chr	1919087.5
Chr	1491347.5
pNRC200	336855
Chr	1940447.5
Chr	1805837.5
Chr	366391
pNRC200	151530.5
Chr	186870.5
Chr	1501067.5
Chr	1418031
Chr	910819
Chr	506730.5
Chr	1961117.5
pNRC200	53550.5
Chr	254495
pNRC200	115470.5
Chr	942343
Chr	627720.5
pNRC100	143025
Chr	1461625
Chr	399930.5
Chr	434520.5
Chr	1993037.5
Chr	500130.5
Chr	877307
Chr	184620.5
Chr	1688687.5
Chr	479370.5
Chr	638040.5
Chr	709050.5
pNRC200	250650.5
Chr	860940.5
Chr	608820.5
Chr	860550.5
Chr	622230.5
pNRC200	68430.5
Chr	1905407.5
Chr	1035780.5
Chr	696630.5
pNRC200	257160.5
Chr	1532117.5
unmapped	NA
Chr	599670.5
Chr	1936907.5
Chr	1768277.5
unmapped	NA
Chr	1343027.5
pNRC100	91110.5
pNRC200	108960.5
Chr	230213
Chr	403980.5
pNRC200	228480.5
Chr	1847837.5
pNRC200	172419
Chr	1376207.5
Chr	1380647.5
Chr	940740.5
Chr	607860.5
pNRC200	70080.5
pNRC100	20190.5
pNRC200	278220.5
Chr	259050.5
pNRC200	77460.5
Chr	1601117.5
Chr	1753697.5
Chr	859920.5
Chr	707880.5
Chr	1251467.5
pNRC100	190470.5
Chr	983520.5
Chr	1806401
pNRC200	6420.5
Chr	458407
Chr	1541327.5
pNRC100	132960.5
pNRC100	89970.5
Chr	831780.5
Chr	1032510.5
pNRC100	83527
unmapped	NA
Chr	575160.5
Chr	772950.5
pNRC100	98580.5
pNRC200	235380.5
Chr	1197797.5
Chr	732180.5
Chr	671790.5
Chr	1273191
Chr	178951
Chr	121650.5
Chr	204870.5
Chr	1460507.5
Chr	750930.5
Chr	1638077.5
Chr	519240.5
Chr	1892327.5
pNRC200	47670.5
Chr	1141607.5
Chr	1131227.5
pNRC100	59490.5
Chr	1783757.5
Chr	242190.5
pNRC200	59550.5
Chr	1418087.5
Chr	683550.5
pNRC100	155760.5
pNRC200	277350.5
pNRC100	25620.5
Chr	1595387.5
Chr	622470.5
Chr	814543
Chr	1502657.5
Chr	670800.5
Chr	1737389
pNRC100	16320.5
Chr	1781447.5
Chr	1036800.5
Chr	281901
Chr	394950.5
pNRC200	91590.5
Chr	1801457.5
Chr	17970.5
Chr	268837
pNRC100	189330.5
pNRC200	158070.5
Chr	1239887.5
Chr	469380.5
pNRC200	135073
Chr	417227
pNRC100	86610.5
Chr	968471
Chr	1370267.5
NA	NA
Chr	298470.5
Chr	1800437
Chr	211320.5
Chr	200010.5
Chr	246780.5
Chr	1109567.5
Chr	1515857.5
pNRC200	16020.5
Chr	1189397.5
Chr	787440.5
Chr	70050.5
Chr	1464707.5
Chr	229350.5
Chr	1273637.5
pNRC200	10380.5
pNRC200	364350.5
Chr	853320.5
Chr	1759247.5
Chr	1006470.5
Chr	82107
Chr	448500.5
Chr	1787087.5
Chr	989040.5
Chr	872970.5
Chr	1644107.5
Chr	1039950.5
Chr	1439047
Chr	1032780.5
Chr	1774547.5
Chr	1207877.5
pNRC100	23280.5
Chr	1603067.5
Chr	1132327
Chr	1807877.5
Chr	147120.5
Chr	349650.5
Chr	505470.5
Chr	908790.5
pNRC200	259980.5
Chr	944580.5
Chr	871590.5
Chr	1072545
Chr	150125
Chr	357600.5
Chr	144030.5
Chr	316830.5
pNRC100	47340.5
pNRC200	298200.5
Chr	1420997.5
Chr	357300.5
pNRC100	40980.5
Chr	1181657.5
pNRC200	116850.5
Chr	686070.5
Chr	625950.5
Chr	373500.5
Chr	378660.5
Chr	27000.5
Chr	1669037.5
Chr	831270.5
Chr	330660.5
pNRC100	143010.5
Chr	1119467.5
Chr	1661717.5
Chr	1166957.5
pNRC100	187980.5
Chr	1055647
Chr	1995687
Chr	1251977.5
Chr	1183097.5
pNRC200	218010.5
Chr	1929497.5
Chr	990120.5
pNRC100	8940.5
Chr	1309127.5
pNRC200	276931
Chr	555570.5
pNRC200	111990.5
Chr	890640.5
Chr	1248737.5
pNRC100	158670.5
Chr	1494167.5
Chr	1079357.5
Chr	1111847.5
Chr	901447
Chr	622950.5
Chr	1263437.5
pNRC200	68130.5
Chr	496260.5
Chr	1503377.5
Chr	536400.5
Chr	127440.5
Chr	1577355
pNRC200	224520.5
Chr	1441319
Chr	347040.5
Chr	3000.5
Chr	1929527.5
Chr	409275
Chr	1870367.5
Chr	262080.5
Chr	388890.5
Chr	637620.5
Chr	1087097.5
Chr	1089947.5
pNRC100	129819
Chr	2011997.5
Chr	1736237.5
pNRC100	165390.5
Chr	9420.5
Chr	507180.5
pNRC200	117180.5
Chr	1121677
Chr	1095975
Chr	752430.5
Chr	1347737.5
Chr	1778837.5
Chr	775110.5
Chr	885690.5
pNRC100	30703
Chr	755471
Chr	1512797.5
Chr	1881377.5
Chr	163530.5
Chr	1262597.5
pNRC200	245691
Chr	97620.5
Chr	1491407.5
pNRC100	11817
Chr	1597457.5
pNRC200	177247
pNRC200	180120.5
Chr	1144607.5
Chr	834690.5
pNRC200	140250.5
NA	NA
Chr	1017630.5
Chr	618090.5
Chr	1196987.5
Chr	198090.5
Chr	1405607.5
Chr	1593259
Chr	1161317.5
Chr	1740371
Chr	653231
pNRC200	337590.5
Chr	1363397.5
Chr	872280.5
Chr	1567607.5
pNRC200	15120.5
Chr	1725587.5
Chr	1908197.5
Chr	1088117.5
pNRC200	72420.5
Chr	1478665
Chr	1071497.5
Chr	1268387.5
Chr	1335617.5
Chr	777090.5
Chr	1249193
Chr	1332557.5
Chr	407713
Chr	1995977.5
Chr	565260.5
Chr	1559567.5
Chr	845010.5
Chr	496889
Chr	627245
Chr	1853087.5
Chr	766440.5
Chr	1267511
Chr	1855107
pNRC200	170310.5
Chr	1026120.5
Chr	216780.5
Chr	1665287.5
Chr	375000.5
Chr	277710.5
Chr	837960.5
Chr	417900.5
Chr	1777575
pNRC200	357660.5
Chr	1399547.5
pNRC200	241290.5
Chr	1778427
Chr	1811513
pNRC200	219421
Chr	621570.5
pNRC200	151590.5
Chr	1343747.5
Chr	1125497.5
Chr	1490567.5
Chr	1802177.5
Chr	1855675
Chr	483480.5
Chr	769320.5
Chr	1719355
Chr	1627607.5
Chr	75810.5
Chr	324330.5
pNRC200	210030.5
NA	NA
Chr	1056887.5
Chr	925320.5
pNRC200	305610.5
Chr	1006320.5
Chr	1695227.5
Chr	1542017.5
Chr	1328387.5
Chr	368640.5
Chr	1299177
pNRC200	182820.5
Chr	79830.5
Chr	227880.5
Chr	1807253
Chr	822690.5
Chr	700350.5
Chr	1202627.5
Chr	1151027.5
pNRC200	333750.5
Chr	564055
Chr	1742597.5
Chr	1598939
Chr	2007767.5
Chr	1567367.5
pNRC200	321270.5
Chr	1738937.5
Chr	1587647.5
Chr	1793327.5
Chr	747720.5
pNRC200	190680.5
pNRC200	196740.5
Chr	1071947.5
Chr	1944047.5
pNRC200	284250.5
Chr	1362467.5
pNRC200	237300.5
NA	NA
pNRC200	231150.5
Chr	1093607.5
Chr	323160.5
Chr	1147037.5
Chr	113250.5
Chr	1896497.5
Chr	1727027.5
Chr	1240007.5
pNRC200	332737
Chr	1923677.5
Chr	1543417
Chr	1379691
Chr	1567997.5
Chr	842610.5
Chr	2013917.5
Chr	509610.5
Chr	1217357.5
pNRC100	95520.5
Chr	1662617.5
Chr	1983347.5
pNRC200	255660.5
pNRC200	358350.5
Chr	430380.5
Chr	75630.5
Chr	1582457.5
Chr	1854887.5
Chr	71850.5
Chr	651480.5
Chr	930960.5
pNRC200	168810.5
pNRC100	120480.5
Chr	1644197.5
Chr	2006777.5
NA	NA
Chr	29160.5
Chr	1853117.5
pNRC200	247530.5
Chr	1115417.5
pNRC200	217170.5
Chr	718800.5
Chr	1632587.5
Chr	1638699
Chr	56130.5
Chr	936690.5
Chr	1480877.5
Chr	151290.5
Chr	1076897.5
Chr	485460.5
Chr	566760.5
Chr	1399157.5
pNRC200	305310.5
Chr	149340.5
pNRC100	76440.5
Chr	228360.5
pNRC200	194370.5
Chr	1464749
Chr	201000.5
Chr	1717697.5
pNRC200	207777
Chr	1049147.5
pNRC200	282780.5
pNRC200	237990.5
Chr	245700.5
Chr	1315277.5
Chr	1589237.5
Chr	890371
Chr	601530.5
Chr	1794557.5
Chr	1926959
pNRC200	116310.5
pNRC100	97500.5
Chr	1421087.5
Chr	8430.5
Chr	86367
pNRC200	123150.5
Chr	774180.5
pNRC200	138090.5
Chr	895590.5
Chr	293971
Chr	12810.5
Chr	658530.5
Chr	394650.5
Chr	257910.5
Chr	152130.5
Chr	591745
Chr	1335017.5
Chr	881730.5
Chr	1133717.5
Chr	125430.5
pNRC100	140280.5
Chr	1512767.5
Chr	975600.5
Chr	176700.5
Chr	1763357.5
Chr	1683887.5
Chr	541950.5
Chr	1093703
Chr	1265807
Chr	699690.5
Chr	829380.5
Chr	1496117.5
pNRC100	60270.5
Chr	823470.5
Chr	1748181
Chr	641250.5
Chr	832680.5
Chr	41460.5
Chr	1747217.5
Chr	171600.5
pNRC200	197550.5
Chr	199560.5
Chr	1392797.5
Chr	1176317.5
Chr	1011639
Chr	1368647.5
Chr	1624307.5
Chr	1908257.5
Chr	1780557
pNRC200	322950.5
Chr	396150.5
Chr	1666187.5
Chr	1989707.5
Chr	455580.5
pNRC200	111690.5
Chr	1236377.5
Chr	1883177.5
Chr	1855667.5
Chr	1105337.5
Chr	1255867
Chr	1846871
Chr	1006560.5
Chr	62850.5
Chr	1700469
Chr	1079787
Chr	337620.5
Chr	1494569
Chr	1691477.5
Chr	455730.5
Chr	147510.5
Chr	1182047.5
pNRC100	14580.5
pNRC200	107790.5
Chr	895483
Chr	1619177.5
Chr	1752587.5
Chr	1201637.5
Chr	447600.5
Chr	900210.5
Chr	1662129
Chr	1941443
Chr	1848007
Chr	326631
Chr	602250.5
Chr	972731
Chr	451230.5
Chr	1195817.5
pNRC200	19650.5
pNRC200	106710.5
Chr	640320.5
pNRC200	328477
Chr	477660.5
pNRC200	125417
pNRC200	20400.5
Chr	345840.5
Chr	1316867.5
Chr	358297
Chr	15030.5
unmapped	NA
pNRC200	310860.5
Chr	1882087
Chr	483825
Chr	478003
pNRC200	261840.5
Chr	778530.5
pNRC200	249210.5
Chr	266640.5
Chr	506261
Chr	219090.5
pNRC100	58380.5
pNRC100	161490.5
Chr	93630.5
Chr	1728107.5
Chr	612870.5
Chr	1835507.5
Chr	1355687.5
Chr	1530527.5
Chr	214735
Chr	1767317.5
Chr	474300.5
Chr	1153769
pNRC100	83640.5
Chr	884123
Chr	545220.5
unmapped	NA
Chr	980130.5
Chr	1716047.5
Chr	1551107.5
Chr	1476017.5
Chr	901021
Chr	761670.5
pNRC200	140220.5
Chr	58140.5
Chr	1252547.5
Chr	396300.5
pNRC200	293190.5
pNRC100	158929
pNRC200	20430.5
Chr	246840.5
pNRC100	14430.5
pNRC200	211740.5
Chr	1560031
Chr	340689
pNRC200	306060.5
Chr	188460.5
Chr	1133267.5
Chr	1955927
Chr	1282277.5
Chr	1421627.5
Chr	1165037.5
pNRC200	231570.5
Chr	29670.5
Chr	569670.5
Chr	1718687.5
Chr	154811
Chr	1192817.5
Chr	1191541
Chr	1982057.5
Chr	94950.5
Chr	1011781
pNRC200	353940.5
pNRC100	58200.5
Chr	557610.5
pNRC200	198030.5
Chr	1158557.5
Chr	1443947.5
Chr	1303457.5
Chr	893310.5
pNRC100	117600.5
pNRC200	353895
Chr	697109
Chr	366090.5
Chr	420720.5
pNRC200	10530.5
Chr	312150.5
Chr	1337927.5
Chr	565380.5
Chr	469260.5
Chr	1912637.5
Chr	418020.5
Chr	1081907.5
pNRC200	11190.5
Chr	1269587.5
Chr	1038903
Chr	892020.5
Chr	1158257.5
Chr	1991285
pNRC100	180150.5
Chr	1616777.5
Chr	826897
pNRC100	27060.5
Chr	1672247.5
Chr	250830.5
Chr	666900.5
Chr	46607
Chr	314135
Chr	2009117.5
Chr	695880.5
Chr	1350377.5
Chr	1590077.5
Chr	521730.5
Chr	188550.5
Chr	382110.5
Chr	73170.5
pNRC100	155700.5
Chr	763260.5
Chr	526567
Chr	821310.5
Chr	195600.5
Chr	1340297.5
Chr	650249
Chr	1631627.5
Chr	1120157.5
Chr	1703507.5
Chr	1072757.5
Chr	1123787.5
Chr	776760.5
Chr	390630.5
Chr	541140.5
Chr	1157777.5
Chr	1829627.5
Chr	1362857.5
Chr	1965725
Chr	1300037.5
Chr	647130.5
Chr	644400.5
pNRC100	8880.5
Chr	1022610.5
pNRC200	262800.5
Chr	189420.5
Chr	373200.5
Chr	1260837
Chr	878970.5
pNRC100	147720.5
Chr	512010.5
Chr	681030.5
Chr	926910.5
Chr	1672577.5
Chr	521820.5
Chr	1551497.5
Chr	1790777.5
Chr	861240.5
Chr	1485377.5
Chr	585930.5
Chr	1556417.5
pNRC200	51510.5
pNRC200	35730.5
Chr	521370.5
Chr	1550417.5
Chr	420209
Chr	199650.5
Chr	60960.5
pNRC200	312390.5
pNRC100	108210.5
pNRC200	2400.5
Chr	917850.5
Chr	1025940.5
pNRC200	332940.5
Chr	1107051
Chr	1329317.5
Chr	1542167.5
Chr	105253
pNRC200	277560.5
Chr	923790.5
Chr	370170.5
Chr	330210.5
Chr	72360.5
pNRC200	146007
pNRC200	355590.5
Chr	1925965
Chr	1213007.5
Chr	171283
Chr	157140.5
Chr	1020630.5
pNRC200	91440.5
Chr	394230.5
pNRC200	204150.5
Chr	1201187.5
Chr	1870127.5
Chr	1045320.5
Chr	1094927.5
Chr	1625177.5
Chr	1112897.5
Chr	1780397.5
Chr	1231247.5
Chr	1687337.5
NA	NA
pNRC100	98010.5
Chr	24300.5
pNRC200	79440.5
Chr	1788977.5
Chr	932670.5
Chr	71520.5
Chr	1747007.5
Chr	1347173
Chr	532680.5
pNRC100	158580.5
pNRC200	208170.5
Chr	1350047.5
Chr	1812137.5
Chr	858660.5
Chr	1423517.5
Chr	1051967.5
Chr	1117907.5
Chr	1143527.5
Chr	317370.5
Chr	1715567.5
Chr	749370.5
Chr	232627
Chr	738630.5
Chr	919740.5
Chr	1102637.5
unmapped	NA
Chr	1061237.5
Chr	321270.5
Chr	1559179
pNRC200	227941
Chr	416370.5
pNRC200	237180.5
Chr	924660.5
unmapped	NA
Chr	354690.5
Chr	1968197.5
Chr	799770.5
Chr	1948685
pNRC200	236160.5
pNRC200	272100.5
Chr	374485
Chr	1376117.5
Chr	910950.5
Chr	1390967.5
Chr	1198007.5
Chr	1349161
Chr	1640027.5
pNRC200	314130.5
Chr	1589567.5
pNRC200	278209
pNRC200	280260.5
Chr	1704587.5
Chr	679500.5
pNRC200	346320.5
pNRC200	214350.5
pNRC200	137880.5
pNRC200	40860.5
pNRC200	98250.5
Chr	874325
Chr	740850.5
Chr	1020090.5
Chr	1961891
Chr	672300.5
Chr	709890.5
Chr	676680.5
Chr	1041540.5
Chr	1545407.5
Chr	1559717.5
pNRC200	224640.5
Chr	1045530.5
Chr	1805387.5
Chr	1049957.5
pNRC100	63510.5
Chr	1814353
unmapped	NA
Chr	1662647.5
Chr	1078547.5
pNRC100	101277
pNRC100	13500.5
pNRC100	77137
Chr	710031
Chr	474420.5
Chr	1819697.5
Chr	1592657.5
Chr	1789577.5
Chr	673395
Chr	414090.5
Chr	200640.5
pNRC200	2010.5
NA	NA
Chr	1956377.5
Chr	2019
Chr	1105727.5
Chr	932970.5
pNRC200	235470.5
Chr	1996187.5
Chr	25591
Chr	818640.5
Chr	244320.5
Chr	309165
Chr	562950.5
Chr	1669607.5
Chr	542880.5
pNRC200	8580.5
Chr	213330.5
pNRC100	33090.5
Chr	798030.5
Chr	1461647.5
Chr	207180.5
Chr	63079
Chr	268980.5
Chr	342180.5
Chr	1088627.5
Chr	91440.5
Chr	560070.5
Chr	1192577.5
Chr	1133147.5
Chr	1654847.5
Chr	1617977.5
Chr	1220083
Chr	261780.5
pNRC100	170289
Chr	1999127.5
Chr	19860.5
Chr	263070.5
Chr	1987607.5
Chr	1074467.5
pNRC100	163350.5
Chr	904680.5
Chr	16590.5
pNRC100	58890.5
Chr	614040.5
pNRC200	227515
pNRC200	363660.5
Chr	609637
Chr	614580.5
Chr	580740.5
Chr	786120.5
Chr	376890.5
NA	NA
pNRC100	12660.5
pNRC200	196890.5
Chr	1900937.5
Chr	386310.5
Chr	1973747.5
Chr	1710.5
Chr	666420.5
Chr	437070.5
Chr	1309307.5
Chr	462241
Chr	1215107.5
Chr	2008183
pNRC200	153817
pNRC200	256170.5
pNRC100	39081
Chr	1190687.5
Chr	158790.5
Chr	1948401
Chr	647160.5
Chr	138765
NA	NA
Chr	1205297.5
Chr	1092707.5
Chr	1144727.5
Chr	462150.5
Chr	1530137.5
Chr	950910.5
Chr	1545017.5
Chr	354000.5
Chr	1968281
pNRC200	352020.5
Chr	240120.5
pNRC100	16350.5
pNRC100	170010.5
pNRC200	141960.5
pNRC100	123480.5
Chr	1677797.5
pNRC200	189000.5
Chr	163740.5
Chr	1947497.5
pNRC100	11070.5
Chr	1090097.5
Chr	1766057.5
pNRC100	62795
Chr	837450.5
Chr	898140.5
Chr	813210.5
Chr	1390997.5
Chr	563730.5
pNRC100	109680.5
Chr	834420.5
Chr	794160.5
Chr	749100.5
Chr	959610.5
Chr	684660.5
pNRC100	143850.5
Chr	1196567.5
Chr	2000267.5
Chr	359160.5
Chr	1213937.5
Chr	672990.5
Chr	890220.5
Chr	111930.5
Chr	341580.5
pNRC100	67200.5
pNRC200	197190.5
Chr	320580.5
Chr	1987167
Chr	716940.5
pNRC200	79710.5
Chr	340860.5
Chr	1373585
Chr	1367597.5
Chr	1572497.5
Chr	1021380.5
Chr	819087
Chr	1816907.5
pNRC200	250235
Chr	369930.5
Chr	1436507.5
pNRC200	72510.5
Chr	605820.5
Chr	743370.5
pNRC200	133937
Chr	689730.5
Chr	1907987.5
Chr	408420.5
pNRC100	137203
Chr	1825817.5
Chr	1038690.5
Chr	1510727.5
Chr	1116437.5
Chr	410695
Chr	1878317.5
Chr	912180.5
unmapped	NA
pNRC200	177815
Chr	335760.5
Chr	1359167.5
Chr	988830.5
Chr	1401843
Chr	1409747.5
Chr	1957967.5
Chr	1535927.5
pNRC100	12120.5
Chr	143010.5
Chr	1275037
Chr	1585067.5
Chr	443160.5
pNRC200	114840.5
Chr	1757897.5
pNRC100	16140.5
Chr	1856627.5
Chr	397050.5
Chr	721530.5
Chr	1806685
Chr	959400.5
Chr	156510.5
Chr	695310.5
pNRC200	68910.5
Chr	1802141
Chr	905520.5
Chr	460440.5
Chr	1008420.5
Chr	860280.5
Chr	1560467.5
Chr	607530.5
Chr	1095947.5
Chr	197695
Chr	1796837.5
Chr	1203467.5
Chr	1079327.5
pNRC100	127380.5
unmapped	NA
Chr	651385
Chr	62640.5
Chr	730530.5
Chr	616230.5
pNRC200	352320.5
pNRC100	15780.5
pNRC100	173981
pNRC200	279630.5
Chr	150.5
Chr	1781687.5
Chr	1950617.5
Chr	1392557.5
Chr	676350.5
Chr	519960.5
Chr	1753487.5
Chr	1533827.5
Chr	1511183
pNRC200	216870.5
pNRC200	142173
pNRC200	88920.5
Chr	1417037.5
pNRC200	321690.5
Chr	554399
Chr	936805
Chr	860880.5
Chr	1680977.5
Chr	582150.5
pNRC200	235467
Chr	999120.5
Chr	1656077.5
Chr	1338887.5
pNRC100	35640.5
Chr	246000.5
pNRC100	12570.5
Chr	363720.5
Chr	872100.5
Chr	1028490.5
Chr	882630.5
Chr	648300.5
Chr	1574087.5
Chr	737580.5
Chr	1395377.5
pNRC100	128640.5
pNRC100	101910.5
Chr	698040.5
Chr	942201
Chr	1227227.5
Chr	1607387.5
Chr	371580.5
Chr	1188887.5
pNRC200	148290.5
pNRC200	118620.5
Chr	1839317.5
Chr	1786337.5
Chr	855630.5
Chr	1072607.5
Chr	1517117.5
Chr	475170.5
pNRC200	350910.5
Chr	999090.5
Chr	1846787.5
Chr	993060.5
Chr	110490.5
Chr	184590.5
pNRC200	167370.5
pNRC100	52230.5
pNRC200	149273
pNRC200	37800.5
Chr	1401647.5
Chr	1432127.5
pNRC200	123390.5
Chr	1405337.5
pNRC200	319290.5
NA	NA
pNRC200	13740.5
pNRC100	157110.5
Chr	1560707.5
Chr	1481267.5
Chr	373065
Chr	544200.5
Chr	681773
Chr	279487
Chr	685170.5
Chr	939330.5
pNRC100	56070.5
Chr	1517837.5
unmapped	NA
Chr	499871
pNRC200	147690.5
Chr	1624907.5
Chr	1763777.5
Chr	347940.5
Chr	904230.5
Chr	745170.5
Chr	1962497.5
Chr	255000.5
Chr	1659587.5
Chr	363930.5
pNRC200	8820.5
NA	NA
pNRC100	83953
pNRC200	288630.5
Chr	974190.5
Chr	506971
Chr	695280.5
Chr	1373477.5
Chr	1376267.5
Chr	218550.5
pNRC200	176400.5
pNRC100	60720.5
Chr	355950.5
Chr	1038840.5
Chr	1683767.5
Chr	814740.5
Chr	1936757.5
Chr	1523897.5
Chr	60.5
pNRC100	5700.5
Chr	1813697.5
Chr	2013797.5
Chr	1677317.5
Chr	644850.5
pNRC100	38550.5
Chr	550281
Chr	1010370.5
Chr	1843937.5
Chr	1516307.5
Chr	1324453
Chr	484535
Chr	1085041
Chr	709080.5
Chr	1032513
Chr	957510.5
Chr	745470.5
Chr	1554077.5
Chr	695490.5
Chr	1052477.5
Chr	790620.5
Chr	248370.5
Chr	1898567.5
Chr	69753
pNRC200	117990.5
Chr	1489637.5
Chr	636191
pNRC200	282895
Chr	506430.5
Chr	959640.5
Chr	1975877.5
pNRC100	122130.5
Chr	1615337.5
Chr	1890465
pNRC100	146007
Chr	1213097.5
Chr	633870.5
Chr	1708697.5
pNRC100	149670.5
